title,original_airdate,production_number,dialogue
Bread  And Circuses ,"15 Mar, 1968 ",43,I wish we could have examined that belief of his more closely.  It seems illogical for a sun worshiper to develop a philosophy of total  brotherhood. Sun worship is usually a primitive superstition religion.
Bread  And Circuses ,"15 Mar, 1968 ",43,"It will replace their imperial Rome, but it will happen in their  twentieth century."
Journey  to Babel ,"17 Nov, 1967 ",44,Vulcan honours us with your presence. We come to serve.
Journey  to Babel ,"17 Nov, 1967 ",44,"Captain, Ambassador Sarek and his wife are my parents.   Captain's log, Stardate 3842.3. We have departed  Vulcan for the neutral planetoid code-named Babel. Since it is in our  sector, the Enterprise has been assigned to transport ambassadors of  Federation planets to this vitally important council. The issues of the  council are politically complex, the passengers explosive."
Journey  to Babel ,"17 Nov, 1967 ",44,Humans smile with so little provocation.
Journey  to Babel ,"17 Nov, 1967 ",44,The situation between my father and myself has not changed.
Journey  to Babel ,"17 Nov, 1967 ",44,"Yes, Captain?"
Journey  to Babel ,"17 Nov, 1967 ",44,"If you will excuse me, Captain."
Journey  to Babel ,"17 Nov, 1967 ",44,"Not precisely, Doctor. On Vulcan, the teddy bears are alive, and  they have six-inch fangs."
Journey  to Babel ,"17 Nov, 1967 ",44,"Sensors indicate the size of a scout ship, but the configuration  is unfamiliar. Most unusual."
Journey  to Babel ,"17 Nov, 1967 ",44,Starfleet records no authorised vessel in this quadrant except  ours.
Journey  to Babel ,"17 Nov, 1967 ",44,"Guess, Captain? I shall need more data for my estimate."
Journey  to Babel ,"17 Nov, 1967 ",44,"Vessel changing course, heading toward us at  high warp speed."
Journey  to Babel ,"17 Nov, 1967 ",44,Interesting. They were travelling at approximately warp ten.
Journey  to Babel ,"17 Nov, 1967 ",44,"Vulcans. On Vulcan, the method is called tal-shaya. It was  considered a merciful form of execution in ancient times."
Journey  to Babel ,"17 Nov, 1967 ",44,"Indeed, Captain? Interesting."
Journey  to Babel ,"17 Nov, 1967 ",44,Vulcans do not approve of violence.
Journey  to Babel ,"17 Nov, 1967 ",44,"No, Captain. I'm merely saying it would be illogical to kill  without reason."
Journey  to Babel ,"17 Nov, 1967 ",44,"If there were a reason, my father is quite capable of killing.  Logically and efficiently."
Journey  to Babel ,"17 Nov, 1967 ",44,"Mother. If only on circumstantial evidence, he is a logical  suspect."
Journey  to Babel ,"17 Nov, 1967 ",44,"Yes, Captain. I get sensor readings of tri-tritanium from the  alien ship's hull."
Journey  to Babel ,"17 Nov, 1967 ",44,"Yes, it could adversely affect our mission."
Journey  to Babel ,"17 Nov, 1967 ",44,"Worry is a human emotion, Captain. I accept what has happened.  The ship's hull seems to have a high density level  or is cloaked against sensor probes. It is manned, but sensors cannot  make out specifics."
Journey  to Babel ,"17 Nov, 1967 ",44,I think it unlikely it is one of theirs.
Journey  to Babel ,"17 Nov, 1967 ",44,"Possibly, Captain. But I cannot decode this transmission."
Journey  to Babel ,"17 Nov, 1967 ",44,It is in no known code. There's no detectable pattern. No  standard references apply.
Journey  to Babel ,"17 Nov, 1967 ",44,"Only negative. It fits none of our computer records, and it is  alien."
Journey  to Babel ,"17 Nov, 1967 ",44,"Doctor, do you propose surgery for the heart defect?"
Journey  to Babel ,"17 Nov, 1967 ",44,I suggest that a cryogenic open-heart procedure would be the  logical approach.
Journey  to Babel ,"17 Nov, 1967 ",44,"My blood is T-negative, Doctor."
Journey  to Babel ,"17 Nov, 1967 ",44,It should be possible to filter out the human factors.
Journey  to Babel ,"17 Nov, 1967 ",44,Indeed. I would estimate the odds
Journey  to Babel ,"17 Nov, 1967 ",44,Doctor.
Journey  to Babel ,"17 Nov, 1967 ",44,Rigelian physiology is very similar to Vulcan.
Journey  to Babel ,"17 Nov, 1967 ",44,But it does look promising.
Journey  to Babel ,"17 Nov, 1967 ",44,"I consider the safety factor low, but acceptable."
Journey  to Babel ,"17 Nov, 1967 ",44,It has been used successfully on test subjects on Rigel Five.
Journey  to Babel ,"17 Nov, 1967 ",44,"Miss Chapel? I underwent a physical examination last week. Would  you pull those records, please?"
Journey  to Babel ,"17 Nov, 1967 ",44,It would seem the only answer.
Journey  to Babel ,"17 Nov, 1967 ",44,"Then you automatically condemn Sarek to death. And you, Doctor,  have no logical alternative either. If you do not operate, Sarek will  die. You now have the means to perform the operation. I am volunteering  myself as the blood donor. I'll be at my station until you require me.     . The Andorian pulls a knife  and stabs Kirk before getting kicked unconscious.)"
Journey  to Babel ,"17 Nov, 1967 ",44,Spock here.
Journey  to Babel ,"17 Nov, 1967 ",44,I'll be in the brig questioning the Andorian prisoner.
Journey  to Babel ,"17 Nov, 1967 ",44,"No, Doctor."
Journey  to Babel ,"17 Nov, 1967 ",44,"My first responsibility is to the ship. Our passengers' safety  is by Starfleet order of first importance. We are being followed by an  alien, possibly hostile, vessel. I cannot relinquish command under  these circumstances."
Journey  to Babel ,"17 Nov, 1967 ",44,"On what grounds, Doctor? Command requirements do not recognise  personal privilege. I'll be in the brig interrogating the Andorian."
Journey  to Babel ,"17 Nov, 1967 ",44,He has been subjected to questioning under verifier scan and  truth drug. He reveals nothing. I suggest his mind has been so  conditioned as part of a preconceived plan.
Journey  to Babel ,"17 Nov, 1967 ",44,Apparently Thelev did.
Journey  to Babel ,"17 Nov, 1967 ",44,I do not know. There is no logic in Thelev's attack upon the  captain. There is no logic in Gav's murder.
Journey  to Babel ,"17 Nov, 1967 ",44,Come in.
Journey  to Babel ,"17 Nov, 1967 ",44,"Mother, when I was commissioned, I took an oath to carry out  responsibilities which were clearly and exactly specified."
Journey  to Babel ,"17 Nov, 1967 ",44,Any competent officer can command this ship under normal  circumstances. The circumstances are not normal. We're carrying over  one hundred valuable Federation passengers. We're being pursued by an  alien ship. We're subject to possible attack. There has been murder and  attempted murder on board. I cannot dismiss my duties.
Journey  to Babel ,"17 Nov, 1967 ",44,"I know, but this must take precedence. If I could give the  transfusion without loss of time or efficiency, I would.  Sarek understands my reason."
Journey  to Babel ,"17 Nov, 1967 ",44,"Mother, how can you have lived on Vulcan so long, married a  Vulcan, raised a son on Vulcan, without understanding what it means to  be a Vulcan?"
Journey  to Babel ,"17 Nov, 1967 ",44,"It means to adopt a philosophy, a way of life, which is logical  and beneficial. We cannot disregard that philosophy merely for personal  gain, no matter how important that gain might be."
Journey  to Babel ,"17 Nov, 1967 ",44,"Can you imagine what my father would say if I were to agree, if  I were to give up command of this vessel, jeopardise hundreds of lives,  risk interplanetary war, all for the life of one person?"
Journey  to Babel ,"17 Nov, 1967 ",44,Mother
Journey  to Babel ,"17 Nov, 1967 ",44,I cannot.
Journey  to Babel ,"17 Nov, 1967 ",44,Captain?
Journey  to Babel ,"17 Nov, 1967 ",44,"Captain, are you quite all right?"
Journey  to Babel ,"17 Nov, 1967 ",44,I must see the captain.
Journey  to Babel ,"17 Nov, 1967 ",44,"The alien ship. I've just realised that if their power  utilisation curve is not the norm, it should be possible to identify  them this way. Very important."
Journey  to Babel ,"17 Nov, 1967 ",44,"Captain, I believe you'll find the alien"
Journey  to Babel ,"17 Nov, 1967 ",44,"I think you'll find he's an Orion, Doctor."
Journey  to Babel ,"17 Nov, 1967 ",44,Intelligence reports that Orion smugglers have been raiding the  Coridan system.
Journey  to Babel ,"17 Nov, 1967 ",44,"The thing that confused me was the power utilisation curve. It  made them seem more powerful than a starship or anything known to us.  That ship was constructed for a suicide mission. Since they never  intended to return to their home base, they could use one hundred  percent power on their attacks. The thing I don't understand is why I  didn't think of it earlier."
Journey  to Babel ,"17 Nov, 1967 ",44,That hardly seems likely.
Journey  to Babel ,"17 Nov, 1967 ",44,"Emotional, isn't she?"
Journey  to Babel ,"17 Nov, 1967 ",44,Indeed? Why did you marry her?
Journey  to Babel ,"17 Nov, 1967 ",44,"Doctor, I'll return to my station now."
Journey  to Babel ,"17 Nov, 1967 ",44,"Indeed, Captain. I've never seen him look so happy."
A  Private Little War ,"2 Feb, 1968  ",45,Large prints. The ape-like carnivore in the reports?
A  Private Little War ,"2 Feb, 1968  ",45,"Aside from that, you say it's a Garden of Eden?"
A  Private Little War ,"2 Feb, 1968  ",45,Class M in all respects. Quite Earth-like.
A  Private Little War ,"2 Feb, 1968  ",45,"Bows and arrows, Captain?"
A  Private Little War ,"2 Feb, 1968  ",45,"Captain, look."
A  Private Little War ,"2 Feb, 1968  ",45,"Captain, use of our phasers is expressly forbidden."
A  Private Little War ,"2 Feb, 1968  ",45,"No, Captain. I can travel."
A  Private Little War ,"2 Feb, 1968  ",45,Nurse.
A  Private Little War ,"2 Feb, 1968  ",45,Hit me. The pain will help me to consciousness. Hit me.
A  Private Little War ,"2 Feb, 1968  ",45,"Blast you, strike me! If I don't regain consciousness soon, it  may be too late. Hit me.  Harder!"
A  Private Little War ,"2 Feb, 1968  ",45,Again. Continue. The pain will help me to consciousness.
A  Private Little War ,"2 Feb, 1968  ",45,"That will be quite enough. Thank you, doctor.   M'BENGA: Please, release her."
A  Private Little War ,"2 Feb, 1968  ",45,"She was doing as I requested, Mister Scott. A Vulcan form of  self-healing.   M'BENGA: As you saw, they must wait until the last possible moment then  fight their way back to consciousness."
A  Private Little War ,"2 Feb, 1968  ",45,"Thank you, nurse. I'm quite fully recovered."
A  Private Little War ,"2 Feb, 1968  ",45,"Position, Mister Scott?"
A  Private Little War ,"2 Feb, 1968  ",45,The Klingons?
A  Private Little War ,"2 Feb, 1968  ",45,Stand by to signal the captain.
A  Private Little War ,"2 Feb, 1968  ",45,"An illogical question, Doctor, since  obviously you are hearing my voice."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Acknowledged, Captain."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Spock here.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"I presume you mean they vanished in a manner  not consistent with the usual workings of the transporter, Mister  Scott."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Have you reversed controls?
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Power surge?
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Recheck your equipment, Mister Scott. I'll  scan for them on the planet's surface. Spock out."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"I'm beginning to believe that, Mister Scott. I've conducted two  sweeps of the planet's surface. There is no sign of life."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"No, Doctor. Even that would show up on our sensors."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"The only answers are negative. No magnetic storms, no ionic  interference, no breakdown in your equipment."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"We shall continue sensor scans, Doctor. At the moment, that is  all we can do, except hope for a rational explanation."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"True, Doctor. Constant exposure does result in a certain degree  of contamination."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,They are not within the confines of this  solar system.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"I have never heard of a study being done, but it would be a  fascinating project."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Precisely.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,No. I would say approximately four hundred
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"I would welcome a suggestion, Doctor, even an emotional one, as  to where to look."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Captain's log, stardate 3259.2. First  Officer Spock in command. The Captain, Lieutenant Uhura, and Ensign  Chekov have been missing for nearly two hours. Computer probability  projections are useless due to insufficient data."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Interesting. It seems to be an ionisation trail.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Exactly the question I have just fed to the computers, Doctor.  And the answer is, nothing known to us would account for it."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Plot a follow course, Ensign Haines."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Doctor, I am chasing the Captain, Lieutenant Uhura, and Ensign  Chekov, not some wild aquatic fowl. This is the only lead we've had."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Initiate. Warp factor two.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Projecting back along the path of ionisation, the nearest system  is M two four alpha."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Eleven point six three zero.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"I'm suggesting nothing, Doctor. I am merely pursuing the only  logical course available to us."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,We searched the area.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,Such as a failure in the transporter mechanism?
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,There was no sign of them in the area of Gamma Two.
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"In that case, Doctor, we have nothing to lose by pursuing our  present course."
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Mister Scott, can we manage anything faster  than warp six?"
The  Gamesters Of Triskelion ,"5 Jan, 1968 ",46,"Doctor, I do not respond to hunches. No transporter malfunction  was responsible for the disappearance. They were not within the Gamma  system. A focused beam of extremely high-intensity light was directed  into the Gamma system from the trinary system we are now approaching.  No known natural phenomena could have caused that beam. Does that  clarify the situation?"
